,Hunger,Potter,Twilight,Mockingbird,Gatsby
1149,True,True,False,True,False
1150,False,True,False,False,True
1151,False,True,True,False,True
1152,False,True,False,True,False
1153,False,True,True,False,True
1154,False,True,False,False,False
1155,False,False,True,False,False
1156,False,False,False,True,True
1157,True,True,False,True,False
1158,False,True,True,False,False
1159,True,True,False,True,True
1160,False,True,False,True,True
1161,False,False,False,False,True
1162,False,False,False,False,True
1163,False,True,False,False,True
1164,True,False,False,False,True
1165,False,True,True,False,False
1166,False,False,False,True,True
1167,True,False,False,False,True
1168,False,True,False,True,True
1169,False,False,False,True,True
1170,False,True,True,False,False
1171,False,True,True,False,True
1172,False,False,False,False,True
1173,True,True,True,True,True
1174,False,False,True,False,False
1175,False,True,False,False,False
1176,False,True,False,False,False
1177,False,True,True,True,False
1178,False,True,False,False,True
1179,False,False,False,False,True
1180,True,True,False,False,False
1181,False,True,True,True,False
1182,False,False,False,True,True
1183,True,False,False,True,True
1184,False,False,True,True,False
1185,False,False,True,True,True
1186,False,False,False,True,False
1187,False,True,True,True,False
1188,False,True,False,True,True
1189,False,True,True,True,True
1190,True,False,True,False,False
1191,True,True,True,True,True
1192,False,True,False,True,True
1193,False,True,False,False,False
1194,False,True,True,False,False
1195,False,True,False,True,True
1196,True,True,False,False,False
1197,False,True,False,True,False
1198,True,True,True,True,False
1199,False,True,True,False,False
1200,False,True,False,False,False
1201,False,True,False,False,False
1202,False,False,False,True,True
1203,False,True,False,True,False
1204,True,True,True,True,False
1205,False,True,False,False,False
1206,False,False,False,True,True
1207,False,True,False,False,False
1208,False,True,False,True,True
1209,True,True,True,True,False
1210,False,False,False,True,False
1211,False,True,False,False,True
1212,False,False,False,True,True
1213,True,False,True,False,False
1214,True,True,True,True,False
1215,False,True,False,False,False
1216,True,False,True,False,False
1217,False,False,False,True,False
1218,True,True,True,True,True
1219,False,True,False,True,False
1220,False,True,False,False,False
1221,False,True,True,False,False
1222,False,True,False,True,False
1223,False,False,False,True,True
1224,True,True,True,True,False
1225,False,True,False,False,False
1226,False,True,True,False,False
1227,False,True,False,True,True
1228,False,False,True,False,False
1229,False,True,False,True,False
1230,False,True,False,True,True
1231,False,True,False,True,False
1232,False,False,False,True,False
1233,False,True,False,True,True
1234,False,False,True,True,True
1235,True,True,True,True,False
1236,False,False,False,True,True
1237,False,True,False,True,False
1238,False,False,False,False,True
1239,True,True,True,False,False
1240,False,True,False,False,False
1241,False,False,True,False,False
1242,False,False,False,True,False
1243,False,True,True,True,False
1244,False,False,True,False,True
1245,False,False,False,True,False
1246,False,True,False,True,False
1247,True,True,True,True,False
1248,False,False,False,True,False
1249,False,True,False,False,True
1250,False,True,False,False,False
1251,False,False,False,False,True
1252,True,True,True,True,False
1253,True,False,True,True,False
1254,False,True,True,False,False
1255,False,True,False,False,False
1256,False,False,True,True,True
1257,False,False,False,True,False
1258,False,True,False,True,True
1259,False,False,False,True,False
1260,True,True,False,False,False
1261,False,False,False,True,True
1262,False,False,False,False,True
1263,True,False,False,False,True
1264,False,False,True,True,False
1265,False,True,True,True,False
1266,False,True,False,True,False
1267,False,False,False,True,True
1268,True,False,False,True,True
1269,True,False,False,True,True
1270,False,False,False,True,True
1271,False,False,True,True,False
1272,True,False,True,True,True
1273,True,False,True,False,False
1274,True,True,False,True,False
1275,False,False,False,True,False
1276,False,True,True,False,False
1277,True,False,True,False,False
1278,False,False,False,True,True
1279,False,True,False,True,False
1280,False,False,False,True,True
1281,False,True,True,False,False
1282,False,False,False,True,True
1283,True,False,True,False,False
1284,True,False,True,False,False
1285,True,False,False,True,True
1286,False,True,True,False,False
1287,False,False,True,True,False
1288,False,True,False,True,True
1289,False,True,False,False,False
1290,False,True,False,True,True
1291,True,False,True,True,False
1292,False,True,False,False,True
1293,True,False,False,False,True
1294,False,True,False,True,False
1295,False,True,True,False,False
1296,False,False,False,False,True
1297,False,True,True,False,False
1298,False,True,False,True,False
1299,False,True,False,True,True
1300,False,True,False,True,False
1301,True,False,True,False,False
1302,False,False,False,True,False
1303,False,False,False,True,True
1304,False,True,True,True,True
1305,False,True,True,False,False
1306,False,True,False,False,False
1307,False,True,True,True,True
1308,False,True,True,True,False
1309,True,False,False,True,True
1310,False,False,False,True,True
1311,True,False,True,True,True
1312,True,False,True,False,False
1313,False,True,False,True,True
1314,False,True,False,False,True
1315,False,False,True,False,False
1316,False,True,False,True,True
1317,True,False,True,False,False
1318,False,True,False,False,True
1319,False,False,False,True,False
1320,False,True,False,True,False
1321,False,False,False,True,True
1322,False,True,False,True,False
1323,False,True,True,True,True
1324,False,False,False,True,True
1325,False,True,False,True,False
1326,False,False,True,True,True
1327,False,False,True,False,False
1328,False,False,True,False,False
1329,False,True,False,True,False
1330,False,True,True,True,True
1331,False,True,False,False,False
1332,False,False,False,False,True
1333,False,True,False,True,False
1334,False,True,False,True,True
1335,True,False,False,True,False
1336,True,False,False,True,False
1337,True,False,True,False,False
1338,False,True,True,True,False
1339,False,False,False,True,False
1340,True,False,True,False,False
1341,False,True,True,True,True
1342,False,True,True,True,False
1343,False,True,False,True,False
1344,False,False,False,True,True
1345,True,True,True,False,False
1346,True,False,True,False,False
1347,False,True,False,True,True
1348,False,False,True,True,False
1349,True,True,False,True,False
1350,False,True,False,True,False
1351,False,False,True,True,False
1352,True,True,True,True,False
1353,False,False,False,True,True
1354,True,False,True,False,False
1355,False,True,True,True,True
1356,False,True,True,False,False
1357,True,False,False,True,False
1358,False,True,True,False,False
1359,False,True,False,False,False
1360,False,True,False,True,True
1361,True,False,False,False,True
1362,False,True,True,True,False
1363,False,True,False,False,False
1364,True,False,True,True,False
1365,False,True,True,False,False
1366,False,False,False,True,True
1367,False,False,False,True,False
1368,False,False,False,True,True
1369,False,True,False,True,False
1370,False,False,False,False,True
1371,False,False,False,True,True
1372,False,True,False,False,True
1373,False,True,False,True,False
1374,False,True,False,False,False
1375,False,False,True,False,False
1376,False,True,False,False,True
1377,True,False,True,False,False
1378,False,True,True,False,False
1379,True,True,False,False,False
1380,False,False,True,False,False
1381,False,True,False,True,False
1382,False,False,False,True,True
1383,False,True,False,False,False
1384,True,False,False,True,True
1385,True,True,True,True,True
1386,True,False,True,False,False
1387,True,True,False,True,True
1388,False,False,True,False,False
1389,True,True,True,True,False
1390,False,False,False,True,True
1391,False,False,False,True,False
1392,False,False,False,True,False
1393,False,True,False,True,False
1394,False,False,True,False,False
1395,False,False,True,False,False
1396,False,True,False,True,True
1397,False,True,True,True,False
